state_name,district_name,block_name,panchayat_name,villagen_name,habitation_name,habitation_id,households,house_connection_by_pws,ispws,gen_current_pop,sc_current_pop,st_current_pop,total_current_pop,water_quality_contamination,update_date
Karnataka,"Bangalore Rural",Dodballapur,Melinajoganahally,NA,Geddalapalya,0000363142,150,0,Yes,0,595,0,595,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melinajoganahally,NA,"S. Nagenahally",0000363144,178,0,Yes,454,262,0,716,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melinajoganahally,NA,Lagumenahally,0000363147,226,0,Yes,632,218,49,899,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Shankarasanahally,0000363173,30,0,Yes,99,18,0,117,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Mallanayakanahally,0000363180,86,0,Yes,337,0,182,519,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Sasalu,NA,Singenahally,0000363186,108,0,Yes,421,0,0,421,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Sasalu,NA,Narasapura,0000363188,189,0,Yes,0,752,0,752,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadripura,NA,Naranahally,0000362975,145,0,Yes,465,107,32,604,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hanabe,NA,Hanabe,0000362976,580,227,Yes,1193,254,3,1450,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hanabe,NA,Neralaghatta,0000362978,280,75,Yes,1000,840,10,1850,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Heggadahally,NA,Machagondahlly,0000362990,98,0,Yes,280,61,50,391,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Heggadahally,NA,Sonnamaranahally,0000362996,136,0,Yes,231,142,178,551,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Honnavara,0000363002,136,0,Yes,278,266,28,572,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Nallenahally,0000363003,19,0,Yes,100,0,0,100,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Shakaladevipura,0000363007,180,0,Yes,572,212,0,784,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Bhdrapura,0000363011,52,0,Yes,138,98,0,236,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Doddavadagere,0000363016,120,0,Yes,402,130,0,532,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Kalkunte,0000363020,116,0,Yes,398,0,72,470,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Ujjani,0000363022,420,52,Yes,1047,529,107,1683,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Kukkalahally,0000363024,57,0,Yes,168,29,24,221,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Seegepalya,0000363046,13,0,Yes,46,12,0,58,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Bovipalya,0000363049,18,0,Yes,49,12,0,61,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Kasagatta,0000363051,121,0,Yes,318,96,0,414,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kadanuru,NA,Kadanuru,0000363055,557,108,Yes,1115,1114,0,2229,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kadanuru,NA,"Kadanuru Palya",0000363056,43,0,Yes,164,80,0,244,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,Jodithimmasandra,0000363064,218,69,Yes,724,133,29,886,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,Kannamangala,0000363067,211,60,Yes,554,192,98,844,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,"K.g. Sastripalya",0000363078,58,0,Yes,141,94,0,235,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Aralumallige,NA,"S.m. Gollahally",0000362866,192,40,Yes,636,132,0,768,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Aralumallige,NA,Jakkasandra,0000362868,72,0,Yes,263,134,5,402,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Killaralahally,0000362876,37,0,Yes,136,0,0,136,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Dhadagattamadagu,0000362878,159,116,Yes,280,144,51,475,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,"Krishnapura Thanda",0000362882,28,0,Yes,0,140,0,140,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Karekallahally,0000362883,26,0,Yes,104,29,0,133,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Arodi,0000362886,479,10,Yes,1333,736,379,2448,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bashettihalli,NA,Nagadenhally,0000362897,166,120,Yes,485,281,0,766,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bashettihalli,NA,Bisuvanahally,0000362903,239,23,Yes,394,371,185,950,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Shiresthedaranapalya,0000362907,52,0,Yes,0,402,0,402,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Kanakenahally,0000362909,140,0,Yes,370,125,105,600,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Thimmajanahally,0000362959,42,0,Yes,128,52,1,181,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Gangasandra,0000362961,91,0,Yes,235,129,4,368,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Sasalu,NA,Lingadheeranahally,0000363195,177,0,Yes,645,65,0,710,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Thippuru,NA,Thippuru,0000363201,518,179,Yes,1543,315,215,2073,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Thippuru,NA,Suthahally,0000363204,187,0,Yes,0,748,0,748,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Tubugere,NA,Yeddalahally,0000363221,85,0,Yes,247,56,33,336,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Tubugere,NA,Kuruvigere,0000363228,114,5,Yes,288,169,0,457,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Tubugere,NA,Narasimnahally,0000363233,103,0,Yes,249,160,0,409,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Nayakarapalya,0001623758,25,0,Yes,50,20,0,70,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kestur,NA,"Mandibyadrahally Col",0001623796,14,0,Yes,42,11,0,53,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Thippuru,NA,"Byrapura Thanda",0001623808,22,0,Yes,22,24,20,66,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Aralumallige,NA,Aralumallige,0000362863,535,475,Yes,1215,574,264,2053,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Aralumallige,NA,Karenahally,0000362869,888,191,Yes,1864,102,97,2063,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Singraianapalya,0000362872,120,0,Yes,480,0,0,480,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Nanjappanapalya,0000362884,19,0,Yes,65,0,0,65,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Garakenahally,0000362888,64,0,Yes,287,0,0,287,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Arodi,NA,Amalagunte,0000362890,90,0,Yes,305,93,0,398,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bashettihalli,NA,"Adhinarayana Hosahally",0000362898,94,10,Yes,274,92,139,505,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Bhaktharahally,0000362905,155,0,Yes,462,158,0,620,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Ankonahalli11,0000362920,25,0,Yes,50,20,0,70,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Bhaktharahally,NA,Chowdaianapalya,0000362922,36,10,Yes,0,200,0,200,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Channadevi Agrahara",NA,Gadigarapalya,0000362926,88,0,Yes,258,87,4,349,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Channadevi Agrahara",NA,Kodihally,0000362932,309,69,Yes,999,235,4,1238,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Dargajogihalli,NA,Nagasandra,0000362937,220,24,Yes,821,58,0,879,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Doddabelavangala,NA,Vaddarapalya,0000362942,89,0,Yes,65,402,5,472,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Doddabelavangala,NA,Chikkabelavangala,0000362945,329,187,Yes,1018,296,0,1314,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Doddatumukuru,NA,Doddatumukuru,0000362949,396,11,Yes,1276,314,20,1610,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Doddatumukuru,NA,Gowdahally,0000362951,162,0,Yes,480,55,112,647,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Doddatumukuru,NA,"Gejjagadahally Palya",0000362955,51,0,Yes,110,50,0,160,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Lakshmidevipura,0000362958,322,31,Yes,958,403,15,1376,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Thirumagondanahally,0000362960,387,15,Yes,1338,199,9,1546,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Perumgondanahally,0000362962,70,0,Yes,195,95,3,293,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,"Gollahally Thanda",0000362963,54,0,Yes,140,72,2,214,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadonahlly,NA,Iyyammanahally,0000362968,50,0,Yes,105,118,3,226,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hadripura,NA,Kathalepalya,0000362971,85,0,Yes,351,0,0,351,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hanabe,NA,Kalludevanahally,0000362981,99,0,Yes,766,34,0,800,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Heggadahally,NA,Kanivepura,0000362989,90,0,Yes,427,35,0,462,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Heggadahally,NA,"Beedikere Agrahara",0000363000,15,0,Yes,12,43,0,55,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Heggadahally,NA,Acharalahally,0000363001,104,0,Yes,305,105,93,503,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Gandragolipura,0000363004,91,0,Yes,392,59,0,451,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Isturu,0000363012,142,27,Yes,265,174,33,472,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,"Isturu Palya",0000363013,28,0,Yes,80,34,5,119,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Honnavara,NA,Halenahally,0000363014,153,10,Yes,403,186,9,598,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Kadukunte,0000363025,105,0,Yes,354,51,22,427,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Hosahally,0000363027,484,202,Yes,990,453,374,1817,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Hosakote,0000363029,47,0,Yes,162,19,0,181,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Makali,0000363032,106,0,Yes,180,5,245,430,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hosahally,NA,Mallasandra,0000363036,279,0,Yes,631,378,128,1137,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Dyavasandra,0000363038,35,0,Yes,178,12,0,190,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Mariheggaianapalya,0000363039,75,0,Yes,293,123,0,416,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Channabasavaianapalya,0000363042,44,0,Yes,125,0,49,174,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Kathihosahally,0000363044,233,62,Yes,614,295,11,920,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Hulikunte,NA,Ambaligere,0000363050,126,12,Yes,314,186,0,500,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kadanuru,NA,"Narasaiana Agrahara",0000363060,48,0,Yes,338,27,0,365,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,Puttenahally,0000363066,18,0,Yes,66,0,19,85,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,Kukkalahally,0000363076,278,0,Yes,691,256,124,1071,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kanasavadi,NA,Kallodu,0000363077,70,0,Yes,242,20,18,280,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kestur,NA,Mandibyadarahally,0000363094,157,0,Yes,485,149,0,634,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kestur,NA,Shravanuru,0000363099,156,0,Yes,519,101,0,620,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kodigehally,NA,Kodigehally,0000363100,496,7,Yes,1097,593,9,1699,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Kodigehally,NA,Koluru,0000363107,288,12,Yes,620,382,28,1030,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Konaghatta,NA,Sonnappanahally,0000363115,175,80,Yes,426,420,0,846,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Majarahosahally,NA,Veerapura,0000363121,533,91,Yes,1958,110,60,2128,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melekote,NA,Gandarajapura,0000363130,106,0,Yes,320,103,0,423,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melekote,NA,Chikkarayappanahally,0000363134,57,20,Yes,116,70,39,225,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melinajoganahally,NA,"Kelagina Nayakaranda Hally",0000363141,158,0,Yes,0,625,0,625,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Melinajoganahally,NA,"Makali Railway Station",0000363151,44,0,Yes,86,84,10,180,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Rajaghatta,NA,Gaddambachahally,0000363158,111,0,Yes,335,95,0,430,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Rajaghatta,NA,Pindakurathimmanahally,0000363161,246,15,Yes,422,247,262,931,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,"Sakkare Gollahally",0000363162,278,0,Yes,690,419,4,1113,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Thambenahally,0000363165,120,0,Yes,462,8,0,470,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Halekote,0000363166,126,0,Yes,222,221,24,467,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Boochanahally,0000363167,93,0,Yes,183,186,0,369,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Lingapura,0000363171,78,0,Yes,127,167,0,294,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Doddamankanala,0000363174,21,0,Yes,48,30,0,78,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,"Sakkare Gollahally",NA,Kadathippenahally,0000363175,20,0,Yes,80,0,0,80,NA,2024-06-07
Karnataka,"Bangalore Rural",Dodballapur,Sasalu,NA,Sasalu,0000363183,281,93,Yes,730,357,35,1122,NA,2024-06-07
