ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2015-16,6,Haryana,609,JIND,60907,NARWANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,1,114,65,114,159,141,166,176,269,215,204,186,193,184,203,67,97,64,71,89,102,77,75,95,69,88,71,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,10,"HSS (IX-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,10,"HSS (IX-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,0,0,0,31,40,18,17,0,0,0,0,0,0,0,0,28,14,16,21,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,10,"HSS (IX-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,0,0,0,31,10,17,5,0,0,0,0,0,0,0,0,20,7,34,11,General
2015-16,6,Haryana,609,JIND,60901,JIND,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,92,108,99,131,124,195,201,0,0,0,0,0,54,101,116,175,181,226,208,General
2015-16,6,Haryana,609,JIND,60902,JULANA,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,63,77,96,127,118,82,71,0,0,0,0,0,96,108,137,197,217,162,141,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,31,44,48,50,46,69,81,0,0,0,0,0,5,13,33,34,23,104,92,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,43,54,62,67,66,146,119,0,0,0,0,0,29,41,43,50,59,123,128,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,89,62,95,67,81,88,110,0,0,0,0,0,98,124,104,160,166,154,141,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,72,88,90,112,91,134,122,0,0,0,0,0,103,126,142,146,150,169,152,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,113,117,123,161,125,188,139,0,0,0,0,0,100,133,147,215,193,196,252,General
2015-16,6,Haryana,609,JIND,60901,JIND,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,6,9,12,7,10,276,252,0,0,0,0,0,7,15,12,15,17,69,87,General
2015-16,6,Haryana,609,JIND,60902,JULANA,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,8,10,9,13,11,32,28,0,0,0,0,0,11,7,15,34,31,47,62,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,1,6,5,10,3,29,25,0,0,0,0,0,5,13,9,19,21,23,32,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,3,10,13,20,3,97,75,0,0,0,0,0,33,25,29,62,59,169,133,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,13,10,18,9,14,113,81,0,0,0,0,0,19,10,23,24,25,35,17,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,23,30,44,55,General
2015-16,6,Haryana,609,JIND,60901,JIND,5,"HSS (VI-XII)",7,"Central Govt",Rural,1,0,0,0,0,0,0,0,17,23,20,17,18,23,16,0,0,0,0,0,9,19,14,15,11,15,18,General
2015-16,6,Haryana,609,JIND,60901,JIND,1,"PS (I-V)",1,"Department of Education",Rural,1,66,84,124,109,119,162,172,0,0,0,0,0,0,0,175,168,212,252,245,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,1,"PS (I-V)",1,"Department of Education",Rural,1,29,52,93,99,105,124,136,0,0,0,0,0,0,0,123,157,194,185,216,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,1,"PS (I-V)",1,"Department of Education",Rural,1,0,0,73,77,78,93,113,0,0,0,0,0,0,0,78,104,102,132,115,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,1,"PS (I-V)",1,"Department of Education",Rural,1,10,14,53,44,61,75,55,0,0,0,0,0,0,0,59,72,80,79,118,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,1,"PS (I-V)",1,"Department of Education",Rural,1,9,18,81,92,116,137,140,0,0,0,0,0,0,0,94,134,161,211,210,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",1,"Department of Education",Rural,1,61,133,139,147,180,191,230,0,0,0,0,0,0,0,189,225,279,337,368,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,1,"PS (I-V)",1,"Department of Education",Rural,1,1,2,107,139,159,173,206,0,0,0,0,0,0,0,164,223,246,300,302,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,1,"PS (I-V)",1,"Department of Education",Urban,1,2,5,11,12,22,18,17,0,0,0,0,0,0,0,17,11,15,20,17,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,5,1,8,12,2,0,0,0,0,0,0,0,2,0,11,9,7,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,0,1,4,3,4,0,0,0,0,0,0,0,2,7,5,8,3,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",1,"Department of Education",Urban,1,2,5,7,6,10,5,8,0,0,0,0,0,0,0,10,16,19,20,18,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,6,10,12,10,10,0,0,0,0,0,0,0,1,11,15,7,10,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,16,21,90,56,50,48,32,0,0,0,0,0,0,0,62,56,41,29,31,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,72,50,73,41,37,44,38,0,0,0,0,0,0,0,38,37,24,19,21,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,65,45,45,27,31,33,29,3,3,7,0,0,0,0,25,28,24,19,22,1,1,3,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,0,0,17,8,13,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,3,3,29,42,34,37,44,0,0,0,0,0,0,0,30,30,37,13,19,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,48,38,34,38,20,24,20,0,0,0,0,0,0,0,30,25,21,20,12,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,1,3,3,3,3,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,0,0,13,9,7,3,8,0,0,0,0,0,0,0,7,3,2,5,9,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,0,0,18,18,19,9,0,0,0,0,0,0,0,0,26,18,23,7,0,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",8,Unrecognized,Rural,1,0,0,11,7,6,6,10,0,0,0,0,0,0,0,9,8,4,8,7,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,1,"PS (I-V)",8,Unrecognized,Urban,1,69,40,21,6,7,0,0,0,0,0,0,0,0,0,14,4,8,0,0,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,1,"PS (I-V)",8,Unrecognized,Urban,1,0,0,8,3,3,3,2,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,69,41,157,133,150,148,127,139,163,147,240,230,42,38,92,91,85,108,104,105,100,79,146,123,16,44,General
2015-16,6,Haryana,609,JIND,60902,JULANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,42,13,75,54,81,76,85,86,87,91,152,151,57,211,55,54,60,60,65,63,77,52,93,105,59,87,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,141,97,112,105,126,107,117,107,96,88,140,157,27,17,86,63,65,63,75,72,69,54,72,59,11,11,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,60,46,47,46,64,37,68,60,58,70,79,67,24,13,34,35,32,33,46,52,47,40,46,53,7,5,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,0,0,73,26,35,32,43,43,36,23,34,21,0,0,57,21,21,27,33,31,18,22,18,15,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,15,10,89,80,94,101,79,108,99,106,165,241,0,0,43,43,48,47,45,49,55,61,75,98,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,0,0,157,119,116,147,143,185,152,153,232,193,58,36,101,103,104,84,123,129,119,81,97,78,29,12,General
2015-16,6,Haryana,609,JIND,60901,JIND,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,1,416,275,284,302,290,325,318,341,356,352,373,412,46,41,234,239,237,191,258,226,240,218,230,249,25,38,General
2015-16,6,Haryana,609,JIND,60902,JULANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,1,53,38,61,40,39,49,58,55,58,64,68,70,40,66,28,30,26,26,35,30,36,34,40,45,18,22,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,1,0,0,13,12,21,18,17,22,18,21,39,50,0,0,10,18,18,9,14,14,15,11,16,21,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,1,161,130,96,71,84,79,78,97,72,72,63,158,0,0,34,40,32,43,48,53,47,33,55,55,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,1,23,11,228,215,265,249,257,263,198,187,174,199,0,0,104,117,125,153,130,145,130,131,101,135,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,8,"SS (IX-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,0,0,0,5,7,5,2,0,0,0,0,0,0,0,0,5,0,1,2,General
2015-16,6,Haryana,609,JIND,60901,JIND,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,62,89,99,93,67,13,11,0,0,0,0,0,114,114,129,156,170,12,11,General
2015-16,6,Haryana,609,JIND,60902,JULANA,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,23,49,38,50,44,6,1,0,0,0,0,0,44,58,57,66,56,17,9,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,68,68,57,87,61,17,14,0,0,0,0,0,99,100,121,124,116,8,16,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,27,31,38,43,27,0,0,0,0,0,0,0,85,97,87,111,101,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,73,72,93,88,50,7,11,0,0,0,0,0,98,98,123,141,100,5,2,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,101,151,173,158,142,56,45,0,0,0,0,0,189,185,207,328,288,22,29,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,78,94,91,99,90,12,14,0,0,0,0,0,176,150,152,238,207,13,12,General
2015-16,6,Haryana,609,JIND,60901,JIND,7,"SS (VI-X)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,1,3,4,3,1,0,0,0,0,0,0,0,5,3,6,3,1,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,0,0,0,0,13,14,18,23,39,0,0,0,0,0,0,0,9,7,8,7,10,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,156,116,377,325,296,325,331,300,265,224,161,138,69,37,195,165,168,176,180,175,131,120,84,68,36,16,General
2015-16,6,Haryana,609,JIND,60902,JULANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,49,27,47,38,41,44,62,51,61,61,0,0,0,0,41,26,32,33,30,29,41,31,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,15,11,36,28,22,23,29,29,16,27,0,0,0,0,28,21,31,29,29,28,18,17,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,39,26,63,50,57,65,43,74,72,67,0,0,0,0,37,33,33,36,44,47,31,26,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,88,59,69,67,64,63,49,69,0,0,0,0,74,46,42,44,32,37,35,18,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,128,92,171,222,190,199,160,175,158,170,30,29,20,19,114,122,114,103,104,103,96,83,12,14,13,10,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,55,40,52,40,46,44,43,41,0,0,0,0,44,33,33,31,35,21,27,10,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,23,26,134,107,134,115,132,111,108,121,44,61,0,0,91,95,90,86,96,103,78,81,27,27,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,46,21,23,8,12,14,15,9,11,13,11,9,0,0,14,9,15,5,12,4,4,9,1,2,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,0,0,20,17,14,17,13,7,4,4,0,0,0,0,13,9,14,11,12,5,6,3,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,0,0,16,18,24,22,16,17,16,22,0,0,0,0,7,5,10,8,5,7,9,4,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,0,0,39,39,36,43,35,18,16,19,0,0,0,0,27,25,34,20,20,9,14,7,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,2,"UPS (I-VIII)",8,Unrecognized,Rural,1,0,0,65,47,50,49,54,50,38,36,0,0,0,0,39,36,23,33,22,21,20,11,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,31,24,26,0,0,0,0,0,0,0,0,0,111,103,99,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,43,39,43,0,0,0,0,0,0,0,0,0,58,83,96,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60903,SAFIDON,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,15,27,22,5,5,2,8,0,0,0,0,0,32,38,40,3,5,5,10,General
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,13,21,20,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60905,ALEWA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,6,19,11,0,0,0,0,0,0,0,0,0,36,36,47,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60906,UCHANA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,23,26,29,0,0,0,0,0,0,0,0,0,144,124,139,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60907,NARWANA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,0,25,25,32,0,0,0,0,0,0,0,0,0,87,90,97,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60901,JIND,4,"UPS (VI-VIII)",5,"Private Unaided (Recognized)",Urban,1,0,0,2,2,1,0,1,1,1,1,0,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,General
2015-16,6,Haryana,609,JIND,60902,JULANA,3,"HSS (I-XII)",4,"Government Aided",Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,2,0,0,0,1,6,6,2,SC
2015-16,6,Haryana,609,JIND,60901,JIND,3,"HSS (I-XII)",4,"Government Aided",Urban,2,31,21,15,13,26,15,27,35,26,34,18,48,43,52,14,15,11,14,13,31,24,19,25,34,43,27,SC
2015-16,6,Haryana,609,JIND,60907,NARWANA,3,"HSS (I-XII)",4,"Government Aided",Urban,2,0,0,52,31,39,30,28,41,36,20,38,38,85,36,26,46,32,23,31,30,30,16,27,43,46,44,SC
2015-16,6,Haryana,609,JIND,60901,JIND,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,21,13,19,12,18,10,20,32,12,24,29,23,24,23,11,11,12,10,10,13,3,16,13,9,12,23,SC
2015-16,6,Haryana,609,JIND,60902,JULANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,7,0,19,18,10,17,17,10,15,12,19,12,19,31,12,12,10,12,7,6,18,4,8,15,12,19,SC
2015-16,6,Haryana,609,JIND,60903,SAFIDON,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,0,0,21,25,24,22,25,22,19,17,16,22,29,36,15,17,14,16,16,17,14,14,11,17,25,25,SC
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,8,3,12,16,15,7,10,13,11,8,18,29,9,16,11,13,5,9,6,4,4,6,11,15,7,17,SC
2015-16,6,Haryana,609,JIND,60905,ALEWA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,0,0,11,14,7,11,9,11,4,10,20,18,8,12,8,2,5,5,2,1,3,1,6,11,7,11,SC
2015-16,6,Haryana,609,JIND,60906,UCHANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,11,5,21,13,11,14,13,24,17,13,46,48,36,51,10,6,6,5,5,9,7,13,25,32,35,44,SC
2015-16,6,Haryana,609,JIND,60907,NARWANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,2,0,0,39,40,25,39,25,38,17,21,34,38,53,44,11,10,15,15,10,20,25,19,36,53,44,42,SC
2015-16,6,Haryana,609,JIND,60901,JIND,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,47,34,57,54,44,60,60,45,60,57,72,59,82,79,40,27,34,32,43,41,39,33,44,54,57,55,SC
2015-16,6,Haryana,609,JIND,60902,JULANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,6,3,10,9,9,8,8,7,11,6,7,20,13,24,8,7,3,4,2,5,4,2,5,6,6,11,SC
2015-16,6,Haryana,609,JIND,60903,SAFIDON,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,5,2,19,14,14,8,11,14,17,9,14,25,16,9,12,10,4,7,8,14,8,7,12,7,5,6,SC
2015-16,6,Haryana,609,JIND,60906,UCHANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,6,8,20,15,13,8,13,11,10,8,21,20,14,12,9,6,8,2,5,11,3,5,4,11,7,9,SC
2015-16,6,Haryana,609,JIND,60907,NARWANA,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,6,3,7,6,24,10,13,11,19,9,10,9,16,11,5,7,9,0,3,4,3,7,1,4,3,3,SC
2015-16,6,Haryana,609,JIND,60904,PILLUKHERA,10,"HSS (IX-XII)",1,"Department of Education",Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2015-16,6,Haryana,609,JIND,60905,ALEWA,10,"HSS (IX-XII)",1,"Department of Education",Rural,2,0,0,0,0,0,0,0,0,0,0,8,3,7,12,0,0,0,0,0,0,0,0,5,4,5,9,SC
2015-16,6,Haryana,609,JIND,60906,UCHANA,10,"HSS (IX-XII)",1,"Department of Education",Rural,2,0,0,0,0,0,0,0,0,0,0,12,4,7,4,0,0,0,0,0,0,0,0,2,4,4,1,SC
