Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",1,"Department of Education",Rural,3,Co-Ed,335,331,0,2,227,311,21,335,335,335,0,0,0,0,181,64,0,2,285,230,0,257,271,80,198,9,235,0,280,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,17,17,0,0,11,16,12,10,6,10,0,0,0,0,14,9,0,0,0,11,0,12,4,12,16,0,1,0,16,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,3,Co-Ed,13,13,0,0,3,13,8,4,4,4,0,0,0,0,9,4,0,0,3,4,0,5,5,3,7,0,1,0,12,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",1,"Department of Education",Urban,3,Co-Ed,6,6,0,0,3,5,1,6,6,6,0,0,0,0,3,3,0,0,3,4,0,3,4,3,1,0,4,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,1,0,2,1,1,1,1,0,0,0,0,1,2,0,0,0,2,0,0,1,1,2,0,0,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Urban,3,Co-Ed,12,12,0,0,4,10,7,6,1,6,0,0,0,0,9,2,0,0,4,2,0,9,1,3,1,0,0,0,9,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,11,11,0,8,7,11,8,7,7,7,0,0,0,0,10,8,0,1,0,6,2,8,5,8,8,0,3,0,9,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,7,7,0,4,6,7,7,6,6,6,0,0,0,0,7,6,0,1,0,5,2,6,5,6,5,0,3,0,7,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,8,"SS (IX-X)",1,"Department of Education",Rural,2,Girls,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,8,"SS (IX-X)",1,"Department of Education",Rural,3,Co-Ed,22,7,0,0,0,20,9,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,15,0,13,2,8,0,22,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,8,"SS (IX-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,168,168,0,46,125,167,122,92,84,93,0,0,0,0,128,113,0,5,0,75,0,79,92,112,145,5,43,0,119,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,2,"UPS (I-VIII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,3,Co-Ed,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,27,27,0,15,23,27,26,24,19,24,0,0,0,0,19,25,0,2,0,15,0,17,16,24,20,3,11,0,26,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,2,"UPS (I-VIII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Urban,3,Co-Ed,4,4,0,0,4,4,3,1,1,1,0,0,0,0,3,3,0,1,3,2,0,4,1,2,2,1,0,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,Boys,3,3,0,1,3,3,2,2,0,2,0,0,0,0,2,2,0,1,2,2,0,3,3,3,3,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Urban,1,Boys,3,3,0,2,2,3,3,1,0,1,0,0,0,0,1,2,0,0,1,2,0,3,2,3,2,0,1,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,2,Girls,5,5,0,2,5,5,2,0,5,5,0,0,0,0,5,2,0,0,5,3,0,3,4,5,5,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Urban,2,Girls,4,4,0,1,3,4,2,0,2,2,0,0,0,0,3,2,0,0,0,3,0,3,1,2,2,0,4,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Rural,3,Co-Ed,162,159,0,9,108,153,31,97,46,100,0,0,0,0,83,66,0,2,94,123,0,114,134,79,117,10,130,0,98,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233301,ASHTA,4,"UPS (VI-VIII)",1,"Department of Education",Urban,3,Co-Ed,3,3,0,1,1,3,2,2,2,2,0,0,0,0,1,1,0,1,1,3,0,1,2,1,2,0,1,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,1,1,2,2,1,2,0,0,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,10,"HSS (IX-XII)",1,"Department of Education",Rural,1,Boys,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,10,"HSS (IX-XII)",1,"Department of Education",Rural,2,Girls,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,10,"HSS (IX-XII)",1,"Department of Education",Urban,2,Girls,2,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,10,"HSS (IX-XII)",1,"Department of Education",Rural,3,Co-Ed,11,11,0,0,0,11,9,0,0,0,0,0,0,0,9,0,0,2,0,0,2,0,6,0,9,0,2,0,11,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,10,"HSS (IX-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,1,Boys,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Rural,1,Boys,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Urban,1,Boys,3,3,0,0,2,3,2,3,0,3,0,0,0,0,2,0,0,0,3,1,0,3,0,2,2,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Rural,2,Girls,2,2,0,0,2,2,1,0,2,2,0,0,0,0,2,1,0,0,1,1,0,2,2,0,1,0,1,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Urban,2,Girls,3,3,0,0,2,3,2,0,3,3,0,0,0,0,2,0,0,0,3,1,0,3,2,1,1,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Rural,3,Co-Ed,169,167,0,5,128,156,31,169,169,169,0,0,0,0,108,43,0,0,131,113,0,125,127,43,95,9,118,0,150,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,1,2,3,3,2,2,2,0,0,0,0,3,2,0,1,0,2,0,3,3,3,3,0,0,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",1,"Department of Education",Urban,3,Co-Ed,7,7,0,1,5,7,2,7,7,7,0,0,0,0,6,3,0,0,7,5,0,5,4,3,7,1,4,0,6,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Urban,3,Co-Ed,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,1,2,4,3,2,2,2,0,0,0,0,4,3,0,0,0,1,2,2,2,2,3,2,1,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,3,3,0,1,0,3,1,2,3,3,3,0,2,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,8,"SS (IX-X)",1,"Department of Education",Rural,2,Girls,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,8,"SS (IX-X)",1,"Department of Education",Rural,3,Co-Ed,17,8,0,0,0,15,7,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,9,0,8,1,4,0,17,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,8,"SS (IX-X)",1,"Department of Education",Urban,3,Co-Ed,3,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,2,"UPS (I-VIII)",1,"Department of Education",Rural,3,Co-Ed,2,2,0,0,2,2,0,1,1,1,0,0,0,0,2,1,0,0,2,2,0,1,2,1,1,0,1,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,18,18,0,10,14,18,16,14,14,14,0,0,0,0,18,13,0,3,0,11,0,11,8,14,15,1,4,0,13,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,16,16,0,11,15,16,16,12,12,12,0,0,0,0,15,14,0,3,0,8,0,14,11,14,15,0,7,0,14,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,Boys,3,3,0,0,3,3,1,2,0,2,0,0,0,0,2,1,0,0,2,2,0,2,2,0,3,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Urban,1,Boys,3,3,0,1,3,3,3,3,0,3,0,0,0,0,3,0,0,0,1,2,0,2,2,1,1,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,2,Girls,3,3,0,2,3,3,2,0,3,3,0,0,0,0,3,2,0,0,2,1,0,2,3,1,3,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Urban,2,Girls,3,2,0,0,3,3,3,0,3,3,0,0,0,0,2,1,0,0,2,3,0,3,3,2,2,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,3,Co-Ed,69,68,0,9,53,67,25,48,26,50,0,0,0,0,39,37,0,0,46,50,0,50,58,30,47,8,55,0,57,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233302,BUDHANI,4,"UPS (VI-VIII)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,1,2,2,1,2,2,2,0,0,0,0,2,1,0,0,2,0,0,2,1,2,2,1,2,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,1,4,4,4,4,4,4,0,0,0,0,4,4,0,0,0,4,2,4,4,4,4,1,4,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,5,5,0,3,4,5,5,4,4,4,0,0,0,0,5,3,0,2,0,2,1,3,5,4,5,1,1,0,5,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,10,"HSS (IX-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,10,"HSS (IX-XII)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,0,0,4,3,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,4,0,4,0,0,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,10,"HSS (IX-XII)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",1,"Department of Education",Rural,1,Boys,7,7,0,1,7,7,1,7,0,7,0,0,0,0,4,4,0,0,6,6,0,5,6,1,5,0,4,0,5,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",1,"Department of Education",Rural,2,Girls,7,7,0,0,7,7,2,0,7,7,0,0,0,0,3,2,0,0,6,5,0,5,6,2,4,1,7,0,5,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",1,"Department of Education",Urban,2,Girls,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",2,"Tribal Welfare Department",Urban,2,Girls,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",1,"Department of Education",Rural,3,Co-Ed,199,196,0,3,130,183,12,198,198,198,0,0,0,0,134,44,0,1,170,152,0,131,175,39,133,14,165,0,172,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,9,9,0,1,7,9,7,4,4,4,0,0,0,0,8,9,0,3,0,6,0,3,5,5,9,2,2,0,6,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,3,Co-Ed,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",1,"Department of Education",Urban,3,Co-Ed,4,4,0,0,4,4,1,4,4,4,0,0,0,0,4,2,0,0,3,4,0,4,4,0,2,0,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Urban,3,Co-Ed,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,3,0,3,3,4,3,4,4,1,3,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,1,0,1,1,2,1,2,2,1,1,0,2,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,8,"SS (IX-X)",1,"Department of Education",Rural,3,Co-Ed,9,1,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,1,2,0,9,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,8,"SS (IX-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,2,"UPS (I-VIII)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,56,56,0,12,43,55,43,34,33,34,0,0,0,0,51,36,0,6,0,23,0,25,32,41,49,8,9,0,49,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,7,7,0,3,7,7,7,5,5,5,0,0,0,0,7,7,0,0,0,6,0,4,2,5,5,1,1,0,7,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,Boys,7,7,0,3,6,7,4,6,0,6,0,0,0,0,4,6,0,0,7,6,0,6,6,5,6,1,6,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",1,"Department of Education",Rural,2,Girls,7,7,0,1,6,7,1,0,7,7,0,0,0,0,3,3,0,1,7,6,0,7,7,5,5,3,6,0,7,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",1,"Department of Education",Urban,2,Girls,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",1,"Department of Education",Rural,3,Co-Ed,83,81,0,4,52,74,27,68,45,71,0,0,0,0,43,49,0,1,68,69,0,66,78,33,63,14,73,0,64,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233303,ICHHAWAR,4,"UPS (VI-VIII)",1,"Department of Education",Urban,3,Co-Ed,4,4,0,1,4,4,4,4,3,4,0,0,0,0,4,3,0,0,1,4,0,3,4,1,2,1,4,0,3,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233304,NASRULLAGANJ,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,5,5,0,4,5,5,5,5,5,5,0,0,0,0,5,5,0,1,0,4,2,5,3,5,5,2,1,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233304,NASRULLAGANJ,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,1,1,4,3,4,4,3,4,1,2,0,4,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233304,NASRULLAGANJ,10,"HSS (IX-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233304,NASRULLAGANJ,10,"HSS (IX-XII)",1,"Department of Education",Rural,3,Co-Ed,9,8,0,0,0,8,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,5,3,5,0,9,0,0
2012-13,23,"Madhya Pradesh",2333,SEHORE,233304,NASRULLAGANJ,10,"HSS (IX-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
