ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2012-13,4,2,"Himachal Pradesh",203,"LAHUL & SPITI",4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",204,KULLU,98,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",205,MANDI,376,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",206,"HAMIRPUR (H.P.)",219,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",207,UNA,121,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",208,"BILASPUR (H.P.)",45,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",209,SOLAN,160,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",210,SIRMAUR,117,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",211,SHIMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,2,"Himachal Pradesh",212,KINNAUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,301,GURDASPUR,1093,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,302,AMRITSAR,1049,0,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,303,KAPURTHALA,511,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,304,JALANDHAR,3023,0,0,0,0,0,0,0,0,0,0,0,2708,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,305,HOSHIARPUR,1755,0,0,0,0,0,0,0,0,0,0,0,1676,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,306,NAWANSHAHR,627,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,307,RUPNAGAR,780,0,0,0,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,308,"FATEHGARH SAHIB",255,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,309,LUDHIANA,3362,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,310,MOGA,363,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,311,FIROZPUR,481,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,312,MUKTSAR,423,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,313,FARIDKOT,252,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,314,BATHINDA,623,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,315,MANSA,541,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,316,SANGRUR,1207,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,317,PATIALA,1627,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,318,MOHALI,578,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,319,"TARAN TARAN",237,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,320,BARNALA,412,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,321,Fazilka,673,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,3,Punjab,322,PATHANKOT,689,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,4,Chandigarh,401,CHANDIGARH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,501,UTTARKASHI,1541,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,502,CHAMOLI,199,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,503,RUDRAPRAYAG,98,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,504,"TEHRI GARHWAL",409,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,505,DEHRADUN,802,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,506,GARHWAL,595,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,507,PITHORAGARH,216,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,508,BAGESHWAR,46,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,509,ALMORA,112,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,510,CHAMPAWAT,204,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,511,NAINITAL,97,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,512,"UDHAM SINGH NAGAR",618,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,5,Uttarakhand,513,HARDWAR,1269,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,601,PANCHKULA,393,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,602,AMBALA,2024,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,603,YAMUNANAGAR,1831,0,0,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,604,KURUKSHETRA,2016,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,605,KAITHAL,1543,0,0,0,0,0,0,0,0,0,0,0,1447,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,606,KARNAL,1738,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,607,PANIPAT,1638,0,0,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,608,SONIPAT,3835,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,609,JIND,2590,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,610,FATEHABAD,613,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,611,SIRSA,1263,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,612,HISAR,1835,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,613,BHIWANI,3450,0,0,0,0,0,0,0,0,0,0,0,3089,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,614,ROHTAK,1350,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,615,JHAJJAR,2146,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,616,MAHENDRAGARH,2150,0,0,0,0,0,0,0,0,0,0,0,1791,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,617,REWARI,2261,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,618,GURGAON,4947,0,0,0,0,0,0,0,0,0,0,0,4231,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,619,FARIDABAD,1066,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,620,MEWAT,927,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,6,Haryana,621,PALWAL,1540,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,701,"NORTH WEST DELHI",1969,0,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,702,"NORTH DELHI",151,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,703,"NORTH EAST DELHI",876,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,704,"EAST DELHI",515,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,705,"NEW DELHI",93,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,706,"CENTRAL DELHI",137,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,707,"WEST DELHI",575,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,708,"SOUTH WEST DELHI",916,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,7,Delhi,709,"SOUTH DELHI",354,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,801,GANGANAGAR,3041,0,0,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,802,HANUMANGARH,7917,0,0,0,0,0,0,0,0,0,0,0,6351,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,803,BIKANER,7412,0,0,0,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,804,CHURU,6698,0,0,0,0,0,0,0,0,0,0,0,5382,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,805,JHUNJHUNU,10748,0,0,0,0,0,0,0,0,0,0,0,7583,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,806,ALWAR,18531,0,0,0,0,0,0,0,0,0,0,0,12755,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,807,BHARATPUR,2491,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,808,DHAULPUR,3014,0,0,0,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,809,KARAULI,3955,0,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,810,"SAWAI MADHOPUR",4946,0,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,811,Dausa,3399,0,0,0,0,0,0,0,0,0,0,0,2477,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,812,JAIPUR,26058,0,0,0,0,0,0,0,0,0,0,0,19946,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,813,SIKAR,18037,0,0,0,0,0,0,0,0,0,0,0,14669,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,814,NAGAUR,15047,0,0,0,0,0,0,0,0,0,0,0,10649,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,815,JODHPUR,15817,0,0,0,0,0,0,0,0,0,0,0,11940,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,816,JAISALMER,1266,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,817,BARMER,4929,0,0,0,0,0,0,0,0,0,0,0,3452,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,818,JALOR,1351,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,819,SIROHI,1401,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,820,PALI,4903,0,0,0,0,0,0,0,0,0,0,0,4023,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,821,AJMER,2674,0,0,0,0,0,0,0,0,0,0,0,2368,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,822,TONK,2095,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,823,BUNDI,1352,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,824,BHILWARA,1080,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,825,RAJSAMAND,1127,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,826,UDAIPUR,2710,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,827,DUNGARPUR,2135,0,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,828,BANSWARA,1563,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,829,CHITTAURGARH,1630,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,830,KOTA,797,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,831,BARAN,2139,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,832,JHALAWAR,1039,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,8,Rajasthan,833,"PRATAPGARH (RAJ.)",462,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",901,SAHARANPUR,1145,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",902,MUZAFFARNAGAR,13494,0,0,0,0,0,0,0,0,0,0,0,12624,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",903,BIJNOR,56,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",904,MORADABAD,100,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",905,RAMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",906,"Jyotiba Phule Nagar (AMROHA)",1203,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",907,MEERUT,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",908,BAGHPAT,433,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",909,GHAZIABAD,177,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",910,"GAUTAM BUDDHA NAGAR",2866,0,0,0,0,0,0,0,0,0,0,0,2487,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",911,BULANDSHAHR,517,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",912,ALIGARH,5982,0,0,0,0,0,0,0,0,0,0,0,4783,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",913,HATHRAS,420,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",914,MATHURA,1476,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",915,AGRA,3296,0,0,0,0,0,0,0,0,0,0,0,2438,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",916,FIROZABAD,1016,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",917,ETAH,1636,0,0,0,0,0,0,0,0,0,0,0,1153,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",918,MAINPURI,3428,0,0,0,0,0,0,0,0,0,0,0,2733,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",919,BUDAUN,1906,0,0,0,0,0,0,0,0,0,0,0,1331,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",920,BAREILLY,1786,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",921,PILIBHIT,623,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",922,SHAHJAHANPUR,1373,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",923,KHERI,225,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",924,SITAPUR,418,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",925,HARDOI,1148,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",926,UNNAO,54,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",927,LUCKNOW,441,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",928,"RAE BARELI",5311,0,0,0,0,0,0,0,0,0,0,0,4697,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",929,FARRUKHABAD,774,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",930,KANNAUJ,39,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",931,ETAWAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",932,AURAIYA,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",933,"KANPUR DEHAT",500,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",934,"KANPUR NAGAR",372,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",935,JALAUN,516,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",936,JHANSI,789,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",937,LALITPUR,211,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",938,"HAMIRPUR (U.P.)",646,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",939,MAHOBA,175,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",940,BANDA,493,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",941,CHITRAKOOT,369,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",942,FATEHPUR,4276,0,0,0,0,0,0,0,0,0,0,0,3712,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",943,PRATAPGARH,257,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",944,KAUSHAMBI,654,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",945,ALLAHABAD,2775,0,0,0,0,0,0,0,0,0,0,0,2427,0,0,0,0,0,0,0,0,0,0,0
