ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,363,304,362,422,460,380,338,332,0,0,0,0,370,325,351,434,532,445,461,346,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,376,329,398,427,478,452,433,408,0,0,0,0,404,395,430,521,552,551,472,405,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,345,354,333,346,442,280,292,281,0,0,0,0,350,350,406,398,544,438,366,354,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,234,326,262,318,382,304,187,138,0,0,0,0,225,287,296,311,452,391,187,158,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,23,21,17,26,34,15,34,18,0,0,0,0,34,23,27,29,37,32,20,18,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,261,200,177,164,161,169,152,181,0,0,0,0,244,203,229,225,223,188,220,198,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",5,"HSS (VI-XII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,367,279,329,324,354,330,487,531,0,0,0,0,184,170,190,208,212,239,324,309,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,5,"HSS (VI-XII)",7,"Central Govt",Rural,1,0,0,0,0,0,0,11,70,5,5,3,8,3,0,0,0,0,0,15,9,7,8,11,10,22,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,5,"HSS (VI-XII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,54,64,63,44,51,50,37,35,0,0,0,0,65,75,49,79,89,90,44,39,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,5,"HSS (VI-XII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,35,35,29,21,44,31,23,12,0,0,0,0,35,47,38,43,82,71,34,25,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,5,"HSS (VI-XII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,142,158,146,174,95,73,83,53,0,0,0,0,187,221,213,230,152,183,152,132,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,5,"HSS (VI-XII)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,37,62,53,47,70,65,48,35,0,0,0,0,55,67,72,48,96,103,68,80,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190501,HILI,1,"PS (I-V)",1,"Department of Education",Rural,1,262,262,240,220,213,349,0,0,0,0,0,0,0,0,269,198,175,286,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,1,"PS (I-V)",1,"Department of Education",Rural,1,524,492,734,763,681,831,0,0,0,0,0,0,0,0,752,763,647,821,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,1,"PS (I-V)",1,"Department of Education",Rural,1,768,728,1004,984,775,1245,2,0,0,0,0,0,0,0,925,965,611,1130,4,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",1,"Department of Education",Rural,1,498,522,650,689,476,847,5,0,0,0,0,0,0,0,671,604,370,750,2,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,1,"PS (I-V)",1,"Department of Education",Rural,1,302,343,412,445,433,538,19,0,0,0,0,0,0,0,451,412,383,549,11,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,1,"PS (I-V)",1,"Department of Education",Rural,1,338,399,401,475,282,515,1,0,0,0,0,0,0,0,475,452,262,553,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,1,"PS (I-V)",1,"Department of Education",Rural,1,592,646,817,836,678,1089,22,0,0,0,0,0,0,0,758,697,604,927,13,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,1,"PS (I-V)",1,"Department of Education",Rural,1,544,584,770,692,630,681,56,0,0,0,0,0,0,0,790,703,612,748,18,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190501,HILI,1,"PS (I-V)",1,"Department of Education",Urban,1,2,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",1,"Department of Education",Urban,1,1,6,6,9,6,4,0,0,0,0,0,0,0,0,2,4,10,11,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,1,"PS (I-V)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,1,"PS (I-V)",1,"Department of Education",Urban,1,10,12,11,12,19,17,0,0,0,0,0,0,0,0,9,11,8,13,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",1,"PS (I-V)",1,"Department of Education",Urban,1,78,96,105,100,62,149,0,0,0,0,0,0,0,0,118,95,79,120,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",1,"PS (I-V)",1,"Department of Education",Urban,1,188,136,230,220,146,259,0,0,0,0,0,0,0,0,209,181,92,198,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",1,"PS (I-V)",2,"Tribal Welfare Department",Urban,1,19,14,9,4,6,7,0,0,0,0,0,0,0,0,5,4,6,8,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",3,"Local body",Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,1,"PS (I-V)",3,"Local body",Rural,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,1,"PS (I-V)",3,"Local body",Rural,1,26,19,16,10,5,11,9,0,0,0,0,0,0,0,5,2,6,8,4,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,1,"PS (I-V)",3,"Local body",Urban,1,9,8,3,4,1,3,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",1,"PS (I-V)",3,"Local body",Urban,1,8,18,13,19,7,15,0,0,0,0,0,0,0,0,9,14,6,18,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,1,"PS (I-V)",4,"Government Aided",Rural,1,22,27,19,10,15,11,4,0,0,0,0,0,0,0,23,13,13,10,5,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,1,"PS (I-V)",4,"Government Aided",Urban,1,11,19,4,4,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190501,HILI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,237,172,72,66,33,35,0,0,0,0,0,0,0,0,40,37,35,29,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,19,16,96,106,74,89,4,0,0,0,0,0,0,0,75,62,63,69,6,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,401,411,479,375,333,383,149,0,0,0,0,0,0,0,403,350,322,280,75,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,218,211,175,152,102,76,0,0,0,0,0,0,0,0,124,158,60,81,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,382,366,215,157,156,153,0,0,0,0,0,0,0,0,161,164,122,101,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,100,79,74,58,38,31,0,0,0,0,0,0,0,0,39,39,23,33,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,222,144,77,63,43,28,0,0,0,0,0,0,0,0,53,28,27,14,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,1,193,177,490,339,327,327,35,14,4,5,0,0,0,0,404,323,301,262,11,8,4,5,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,0,0,15,10,7,6,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,211,182,118,129,56,122,11,0,0,0,0,0,0,0,108,111,55,90,9,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,1,83,104,68,65,34,53,0,0,0,0,0,0,0,0,70,68,29,46,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,1,"PS (I-V)",98,"Madarsa unrecognized",Rural,1,2,3,8,5,3,4,0,0,0,0,0,0,0,0,4,5,5,9,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,1,"PS (I-V)",98,"Madarsa unrecognized",Rural,1,25,20,13,8,12,18,1,0,0,0,0,0,0,0,6,4,6,7,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,1,"PS (I-V)",98,"Madarsa unrecognized",Rural,1,0,0,20,15,10,10,0,0,0,0,0,0,0,0,10,10,5,5,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,1,62,75,111,49,24,31,43,42,77,39,35,19,0,0,57,38,40,26,20,40,34,28,27,8,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",6,"SS (I-X)",7,"Central Govt",Urban,1,0,0,10,9,6,10,12,12,8,13,14,13,0,0,16,11,15,9,11,14,7,12,5,7,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,6,"SS (I-X)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,9,8,14,16,19,5,4,7,11,6,0,0,6,5,5,5,13,12,12,11,9,9,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,6,"SS (I-X)",98,"Madarsa unrecognized",Rural,1,25,6,18,11,12,8,45,45,53,60,38,53,0,0,3,5,3,1,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190501,HILI,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,125,120,130,149,171,117,58,41,0,0,0,0,141,120,180,183,160,179,48,54,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,28,20,27,32,48,38,7,2,0,0,0,0,59,66,55,86,131,92,14,3,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,137,128,94,94,68,85,27,7,0,0,0,0,83,104,85,99,84,126,32,23,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,154,162,149,174,161,147,18,17,0,0,0,0,193,177,185,198,255,177,24,22,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,40,38,49,31,55,58,26,33,0,0,0,0,6,13,10,20,12,10,10,8,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,147,137,144,168,191,160,30,18,0,0,0,0,137,141,129,174,198,185,43,32,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,99,112,103,124,148,106,19,3,0,0,0,0,90,107,123,133,172,137,33,4,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,7,"SS (VI-X)",1,"Department of Education",Rural,1,0,0,0,0,0,0,93,83,70,86,46,50,12,6,0,0,0,0,51,72,60,75,101,98,10,13,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",7,"SS (VI-X)",1,"Department of Education",Urban,1,0,0,0,0,0,0,27,19,19,29,34,26,0,0,0,0,0,0,22,19,21,30,45,49,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190510,"BALURGHAT MUNICIPALITY",7,"SS (VI-X)",1,"Department of Education",Urban,1,0,0,0,0,0,0,33,27,41,30,31,29,0,0,0,0,0,0,21,30,41,27,33,26,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,7,"SS (VI-X)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,42,30,35,24,36,37,17,0,0,0,0,0,40,36,39,35,45,36,20,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,7,"SS (VI-X)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,16,11,15,17,11,8,0,0,0,0,0,0,39,52,46,38,39,42,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,7,"SS (VI-X)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,45,42,47,40,20,19,0,0,0,0,0,0,48,43,51,49,42,30,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,7,"SS (VI-X)",97,"Madarsa recognized (by Wakf board/Madarsa Board)",Rural,1,0,0,0,0,0,0,30,37,20,30,21,14,0,0,0,0,0,0,32,24,36,24,27,26,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,3,10,20,17,15,11,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,10,13,8,28,5,23,14,21,24,14,11,7,0,0,9,12,5,7,3,11,3,5,5,1,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,15,15,8,8,6,3,0,0,0,0,0,0,3,19,15,17,9,7,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,23,18,35,22,38,22,20,18,8,9,0,0,0,0,5,4,2,4,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,6,6,4,7,2,3,12,7,9,6,0,0,0,0,2,2,0,2,5,4,3,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,1,43,39,55,55,49,41,27,22,28,18,4,5,0,0,36,31,21,12,8,3,5,9,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,1,23,18,9,13,6,6,5,14,4,12,0,0,0,0,10,12,6,12,4,7,12,9,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,2,"UPS (I-VIII)",98,"Madarsa unrecognized",Rural,1,0,0,5,35,12,11,14,11,16,11,0,0,0,0,6,30,14,12,8,10,10,9,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190501,HILI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,6,18,18,14,0,0,0,0,0,0,0,0,17,19,9,13,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,150,135,143,104,11,3,0,0,0,0,0,0,157,134,139,119,11,7,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190503,GANGARAMPUR,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,276,243,272,166,0,0,0,0,0,0,0,0,189,267,164,165,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190504,KUMARGANJ,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,100,109,71,86,1,0,0,0,0,0,0,0,75,78,93,75,2,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,78,62,42,41,0,0,0,0,0,0,0,0,63,49,48,39,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190506,BALURGHAT,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,70,60,50,34,0,0,0,0,0,0,0,0,80,78,63,54,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190507,TAPAN,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,167,131,115,116,22,0,0,0,0,0,0,0,155,158,132,171,46,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,4,"UPS (VI-VIII)",1,"Department of Education",Rural,1,0,0,0,0,0,0,156,138,87,60,1,0,0,0,0,0,0,0,158,157,137,129,0,1,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,4,"UPS (VI-VIII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190509,"GANGARAMPUR MUNICIPALITY",4,"UPS (VI-VIII)",1,"Department of Education",Urban,1,0,0,0,0,0,0,23,8,10,13,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,4,"UPS (VI-VIII)",2,"Tribal Welfare Department",Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190502,HARIRAMPUR,4,"UPS (VI-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,0,0,0,6,2,2,5,0,0,0,0,0,0,0,0,6,3,4,2,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190505,BANSHIHARI,4,"UPS (VI-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,0,0,0,0,30,20,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2015-16,19,"West Bengal",1905,"DAKSHIN DINAJPUR",190508,KUSHMONDI,4,"UPS (VI-VIII)",5,"Private Unaided (Recognized)",Rural,1,0,0,3,7,4,3,42,29,18,16,0,0,0,0,6,4,5,5,37,42,20,22,0,0,0,0,General
