Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,3,0,4,0,4,1,4,4,4,0,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,1,4,4,4,4,4,4,0,0,0,0,3,2,0,1,2,3,0,4,4,3,3,2,3,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,7,"SS (VI-X)",2,"Tribal Welfare Department",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,7,"SS (VI-X)",4,"Government Aided",Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,1,2,2,2,0,1,1,0,0,0,0,1,2,0,2,2,0,0,2,2,2,0,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,2,"UPS (I-VIII)",2,"Tribal Welfare Department",Rural,3,Co-Ed,6,6,0,6,6,6,5,2,1,2,0,0,0,0,1,1,0,0,0,6,0,6,6,3,6,0,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,34,34,0,34,34,34,32,21,20,22,0,0,0,0,8,15,0,0,31,17,0,33,33,3,22,0,26,0,9,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,2,2,0,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,2,0,0,2,1,1,0,0,2,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331002,ANTHIYUR,4,"UPS (VI-VIII)",6,"Other Govt. managed schools",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,3,4,0,0,0,0,4,4,0,4,0,3,2,4,3,4,4,3,1,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,2,2,0,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,40,40,0,11,40,40,40,18,20,23,0,0,0,0,40,14,0,0,37,23,0,40,40,3,37,0,36,0,21,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,3,3,0,1,3,3,3,2,2,2,0,0,0,0,3,0,0,0,3,3,0,3,3,1,3,0,2,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,1,2,1,2,2,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,21,21,0,4,21,21,21,13,11,14,0,0,0,0,21,6,0,0,21,8,0,21,21,6,18,0,15,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,5,5,0,2,5,5,5,3,3,3,0,0,0,0,5,2,0,0,5,1,0,5,5,3,2,0,3,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,11,11,0,10,11,11,11,10,11,11,0,0,0,0,11,10,0,0,0,4,3,11,5,9,10,0,1,0,10,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,6,6,0,6,6,6,6,6,6,6,0,0,0,0,6,6,0,6,0,5,3,6,4,6,6,6,2,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,8,8,0,4,8,8,8,6,6,6,0,0,0,0,8,6,0,7,5,4,0,6,8,7,4,3,5,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,15,15,0,14,15,15,15,13,10,13,0,0,0,0,15,11,0,0,14,9,0,15,15,0,11,0,15,0,8,0,0
2012-13,33,Tamilnadu,3310,ERODE,331003,BHAVANI,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,9,9,0,9,9,9,9,9,9,9,0,0,0,0,9,8,0,0,9,3,0,9,9,3,7,0,6,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,2,2,2,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,3,3,0,3,3,3,3,2,3,3,0,0,0,0,3,3,0,2,3,3,0,3,3,3,3,2,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,50,50,0,7,50,50,50,22,30,30,0,0,0,0,50,4,0,0,48,21,0,50,49,2,37,0,43,0,16,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",1,"PS (I-V)",8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,3,3,0,3,3,3,3,2,2,2,0,0,0,0,3,1,0,0,3,2,0,3,3,0,2,0,2,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,0,0,2,1,4,3,2,4,0,1,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,2,2,2,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,3,1,0,1,3,2,0,3,3,2,3,3,2,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",7,"SS (VI-X)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,21,21,0,19,21,21,21,19,21,21,0,0,0,0,21,8,0,0,21,9,0,21,21,3,16,0,20,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",2,"UPS (I-VIII)",8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331004,"BHAVANI SAGAR",2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,4,0,2,4,4,3,4,4,3,0,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,4,4,4,4,3,3,3,0,0,0,0,4,4,0,4,3,2,0,4,4,4,4,4,4,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,5,"HSS (VI-XII)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,1,2,2,1,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,47,47,0,18,47,47,47,12,14,14,0,0,0,0,47,8,0,0,46,25,0,47,46,15,44,0,41,0,34,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,4,4,0,1,4,4,4,3,3,3,0,0,0,0,4,2,0,0,4,2,0,4,3,2,4,0,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,2,1,1,2,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",8,Unrecognized,Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,1,0,0,0,1,1,2,0,2,2,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,1,0,0,2,0,0,2,2,1,2,0,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,0,3,3,3,3,3,3,3,0,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,7,"SS (VI-X)",4,"Government Aided",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,2,2,0,0,2,2,2,1,1,1,0,0,0,0,2,1,0,0,2,2,0,2,2,2,2,1,2,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,7,"SS (VI-X)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,0,2,2,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,2,0,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,12,12,0,12,12,12,12,12,12,12,0,0,0,0,12,9,0,0,12,9,0,12,12,8,10,0,12,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,2,"UPS (I-VIII)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,2,"UPS (I-VIII)",8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331005,CHENNIMALAI,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4,0,4,0,2,2,4,3,4,4,3,0,0,4,0,0
