id,survey_year,state,college_institution,address_line1,address_line2,city,district,pin_code,website,area_in_acre,construct_in_sqmt,year_of_establishment,affiliat_university,other_affiliated_university_id,statutory_body_id,other_statutory_body,year_of_affiliation,location,latitude,longitude,type,autonomous,has_diploma_courses,management,specialized,evening,speciality,other_speciality,girl_exclusive,staff_quarter_available,non_teaching_staff,teaching_staff,total,student_hostel_available,hostel_count
9031,2015,Maharashtra,"260049-ASM'S C.H.C. ARTS, SCIENCE & S.G.P. COMMERCE COLLEGE, TALODA.","Principal ASM'S C.H.C. ARTS, SCIENCE & S.G.P. COMMERCE COLLEGE, TALODA.","Kazipur Road",Taloda,Nandurbar,425413,www.acsc-taloda.org,4.5,2012,1971,"North Maharashtra University, Jalgaon",NA,1,NA,1971,R,21.5628085,74.2135303,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
5945,2015,Gujarat,"Gujarat Commerce College","Oppsite Inder Residency,","Ellisbridge, Taluka - Ahmedabad",Ahmedabad-380006,Ahmadabad,380006,www.gccabd.co.in,22,9410,1993,"Gujarat University, Ahmedabad",NA,1,NA,1993,U,23.03001,72.40001,"Affiliated College",FALSE,FALSE,"State Government",TRUE,FALSE,Commerce,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
1168,2015,Gujarat,"Akhilesh Sureshbhai Patel Arts College, Boriavi","near bus station and telephone Exchange",boriavi,boriavi-387310,Anand,387310,NA,10,NA,2005,"Sardar Patel University, Vallabh Vidyanagar",NA,1,NA,2005,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
824,2015,Gujarat,"ARTS, COMMERCE COMPUTER SCIENCE COLLEGE-MANAVADAR","BANTWA ROAD,MANAVADAR-362630","BANTWA ROAD,MANAVADAR-362630",MANAVADAR,Junagadh,362630,www.manavadarcollege.web.com,2.58,20.42,1991,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",687,1,NA,1991,R,NA,NA,"Affiliated College",TRUE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
838,2015,Gujarat,"P.D.M. COMMERCE COLLEGE-RAJKOT","GONDAL ROAD,",NA,RAJKOT,Rajkot,360004,www.pdmcc.org,11,5000,1957,"Saurashtra University, Rajkot",NA,1,NA,1960,U,22.303894,70.80216,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Commerce,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
5928,2015,Gujarat,"City C. U. Shah Commerce College","Opp. Dinbai tower, laldarwaja.","Ahmedabad,","ahmedabad 380001",Ahmadabad,380001,www.citycomcollege.org,1.037,4336.65,1966,"Gujarat University, Ahmedabad",NA,1,NA,1971,U,23.027453,72.581053,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Commerce,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
831,2015,Gujarat,"K.K.PAREKH COMM.. COLLEGE -AMRELI","Dr. Jivraj Mehta Vidhyavihar Campus","LATHI ROAD","AMRELI 365601",Amreli,365601,kkpcomamreli.org,6,5531,1967,"Saurashtra University, Rajkot",NA,1,NA,1967,R,23.250001,68.250001,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Commerce,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
6048,2015,Gujarat,"R. B. Sagar College of Education","Devbhoomi Nagar","D Cabin, Sabarmati",Ahmedebad-380019,Ahmadabad,380019,www.rbs.ac.in,NA,1500,1969,"Gujarat University, Ahmedabad",NA,"03,01",NA,1969,U,23.103792,72.572271,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,TRUE,4,0,4,FALSE,0
13943,2015,Maharashtra,"Swatantra Senani Uttamraoji Patil College (B.Sc.), Samarth Nagar, Near Ashwin Hospital, Aurangabad","Shivaji Nagar East E- Sector","CIDCO Aurangabad",AURANGABAD,Aurangabad,431009,NA,NA,NA,2006,"Maharashtra University of Health Sciences, Nashik",NA,2,NA,2015,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Nursing,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
4109,2015,Gujarat,"G.M.D.C. Sponsored - Manibhai Valji Ramani & Manilal Punjabhai Ramani Arts College & Ratanshibhai Khimjibhai Khetani Commerce College,","Nakhatrana Lakhapat Road, Nr. Vishvakarma Market","Bhuj Lakhapat Road, Ta: Nakhatrana , Dist : Kachchh",Nakhatrana,Kachchh,370615,www.gmdccollegenkt.org,7,12000,2001,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",NA,1,NA,2001,R,23.359454,69.251257,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
35882,2015,"Tamil Nadu","Bharath Institute Of Catering Technology & Hotel Management , Thanjavur - 613 001","Bharath Avenue,","Near New Busstand,",Thanjavur,Thanjavur,613001,NA,2.5,1900,2004,"Bharathidasan University, Tiruchirappalli",NA,1,NA,2006,R,NA,NA,"Affiliated College",FALSE,TRUE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
41620,2015,Maharashtra,"Vidya Pratishthans Institute of Information Technology, Vidyanagari, Bhigwan Road, Baramati, Dist. Pune 413133","Vidyanagari Bhigwan Road","Baramati Dist- Pune",Baramati,Pune,413133,www.viitindia.org,5.89,5677,2001,"Savitribai Phule Pune University",540,6,NA,2001,R,NA,NA,"Recognized Center",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,TRUE,10,25,35,TRUE,2
54,2015,Gujarat,"Smt. R.S.Patel Insti. Of Diploma Engg., Shelavi, Patan 681","Post: Palasar, Nr. Shelavi Railway Station ,","Ta: Chanasma,",Palasar,Patan,384229,www.rspide.org.in,5.17,7451,2010,"Gujarat Technological University, Ahmedbabd",NA,"01,06",NA,2010,R,23.70373,72.259845,"Affiliated College",FALSE,TRUE,"Private Un-Aided",TRUE,FALSE,"Engineering & Technology",NA,FALSE,TRUE,12,6,18,TRUE,2
26836,2015,Gujarat,"Shri Rang Navchetan Mahila Arts College","AT PO VALIA TA VALIA DIST BHARUCH GUJARAT","AT PO VALIA TA VALIA DIST BHARUCH GUJARAT",BHARUCH,Bharuch,393135,mahilaartscollegevalia.org,3.35,15985,1994,"Veer Narmad South Gujarat University, Surat",NA,1,NA,2003,R,21.5694247,73.1689384,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Arts,NA,TRUE,FALSE,NA,NA,NA,TRUE,1
14672,2015,"Tamil Nadu","Kongunadu College of Education","Bangalore Main Road,","Jagir Ammapalayam, Mamangam",Salem,Salem,636302,www.kongunaadu.org,5.33,1928.88,2005,"Tamil Nadu Teacher Education University, Chennai",NA,3,NA,2010,U,11.6702698,78.113323,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
44138,2015,Maharashtra,"Shahu Shikshan Sanstha Pandharpur's Rajmata Women's College of Education","Vijay Nagar","Wanlesswadi Sangli",SANGLI,Sangli,416416,www.rajmatabed.org,0.5,542.77,2005,"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",NA,3,NA,2005,U,23.250001,74.25001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,TRUE,1
14643,2015,"Tamil Nadu","Kongunadu College of Education for Women","Bangalore Main Road,","Jagir Ammapalayam, Mamangam",Salem,Salem,636302,www.kongunaadu.org,5.33,1877.92,2007,"Tamil Nadu Teacher Education University, Chennai",NA,3,NA,2010,U,11.672698,78.113323,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
41334,2015,Maharashtra,"Rahuri Rural Womens Institute of Educations Gayatri College of Education, Deolali Pravara Dist. Ahmednagar 413716","Deolali Pravra,","Tal. Rahuri,","Deolali Pravara.",Ahmadnagar,413716,gayatri-bed.rahuri.org,1.6,2100,2006,"Savitribai Phule Pune University",NA,3,NA,2006,R,NA,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
5885,2015,Gujarat,"F. D. Arts & Commerce College for Women","Jamalpur Darwaja","F.D.College Road",Ahmedabad,Ahmadabad,380001,www.fdwomencollege.org,3062,1320,1990,"Gujarat University, Ahmedabad",NA,1,NA,1990,U,23.000174,72.58564,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
25964,2015,Telangana,"Govt. Degree College (Medak)","Housing Board Colony,","Tarakaramanager, Medak - 502110",Medak,Medak,502110,www.medakgdc.in,15,2,1981,"Osmania University, Hyderabad",NA,1,NA,1981,R,18.068888,78.256666,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
34190,2015,Maharashtra,"Maratha Mandirs Babasaheb Gawde Institute of Management Studies Maratha Mandir Marg Mumbai 400 008","1st Flr, Babasaheb Gawde Chowk,","Dr. A.B. Nair Road,","Mumbai Central",Mumbai,400008,www.mmbgims.com,1.117,3.584,1998,"Mumbai University Mumbai",NA,6,NA,1998,U,18.969025,72.820529,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
9520,2015,"Tamil Nadu","Salem Kongunadu Arts & Science","Bangalore Main Road,",Mamangam,Salem,Salem,636302,www.kongunaadu.org,5.33,2695,2008,"Periyar University, Salem",NA,19,"Periyar University",2008,U,11.6702698,78.113323,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
44329,2015,Maharashtra,"Gangabai Gobbi Women's College of Education","435, Vitthalnagar Jath","Tal- Jath, Dist - Sangli Pin - 416404",Jath,Sangli,416404,www.gangabai-bed.org,2033.5,1933.5,2004,"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",NA,3,NA,2004,R,17.03001,75.15001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
19584,2015,Telangana,"Balaji Institute of Management Sciences",Laknepally,Laknepally,Narsampet,Warangal,506331,www.bimswgl.org,1.2,3416,2009,"Jawaharlal Nehru Technological University, Hyderabad",NA,6,NA,2009,R,17.55001,79.54001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
42040,2015,Maharashtra,"Dnyan Kala,Kreeda and Krishi Pratisthans Maharashtra Institute of Management, Kalamb Walchandnagar, Tal.Indapur, Dist. Pune","Gate no. 40, Chikhali road,Kalamb-walchandnagar",Kalamb.,Kalamb-Walchandnagar,Pune,413114,http://www.dkkkp.edu.in,2,3038.29,2009,"Savitribai Phule Pune University",NA,6,NA,2009,R,18.18018,74.74074,"Recognized Center",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
44497,2015,Maharashtra,"College of Food Technology, Naigaon Bazar","Naigaon (Kh) Tq- Naigaon (Kh) Dist- Nanded. (Maharashtra)","Naigaon (Kh) Tq- Naigaon (Kh) Dist- Nanded. (Maharashtra)","Naigaon (Kh)",Nanded,431709,www.edu_naigaon.org,146.675,3716.12,2008,"Marathwada Agricultural University, Parbhani",NA,19,0,2008,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,4
5949,2015,Gujarat,"C. U. Shah Commerce College","Near Gujarat Vidyapeeth, Income Tax Circle,","Ashram Road",Ahmedabad-380014,Ahmadabad,380014,www.cushahcommercecollege.org,0.5,2412,1969,"Gujarat University, Ahmedabad",NA,1,NA,1969,U,23.0420922,72.5695801,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Commerce,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
25426,2015,Telangana,"G.V.K. Emergency Management & Research Institute","Devar Yanzal","Medchal Road",Secunderabad,Hyderabad,500078,www.emri.in,40,NA,2005,"Osmania University, Hyderabad",NA,19,"State Paramedical Board",2009,R,17.538237,78.480804,"Affiliated College",FALSE,TRUE,"Private Un-Aided",TRUE,FALSE,"Para Medical",NA,FALSE,FALSE,NA,NA,NA,TRUE,3
5870,2015,Gujarat,"Shri S. D. Patel Arts & C. M. Patel Commerce College","Kosindra Road,Anklav",Ta-Anklav,Anklav,Anand,388510,www.anklavcollege.org,3,3022.5,1994,"Sardar Patel University, Vallabh Vidyanagar",NA,1,NA,1994,R,22.377476,72.999201,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
33562,2015,Maharashtra,"Bhavika Vidya Prasarak Mandal College of Education 2 Vighnahar Co-op. Hsg. Soc.Ltd Behind Dr Ram Mali Hospital Mumbai Pune Road Kalwa Thane-400 605","2 Vighnahar CHS Behind Ramanand Hospital Mumbai Poona Road Kalwa Thane 400605","Opp H.P. Petrol Pump , Behind Octroi Naka , Surya Pada Vitawa Kalwa Thane 400605","Vitawa , Kalwa , Thane",Thane,400605,jaibhagwancollege.org.in,1.5,4949.62,2006,"Mumbai University Mumbai",NA,1,NA,2006,U,19.1849162,72.9903447,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
34640,2015,Maharashtra,"Hi-tech College of Management & Computer Science","Bajaj nagar, Waluj MIDC, Aurangabad",NA,Aurangabad,Aurangabad,431136,hitechmgmtes.edu.in,NA,NA,2009,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",NA,1,NA,NA,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
25528,2015,Telangana,"Sarada College of Hotel Management","Roshans plaza, Moula-ali X Roads, Moula-ali",NA,Hyderabad,Hyderabad,500040,www.schmhyd.edu.in,NA,NA,2003,"Osmania University, Hyderabad",NA,1,NA,2005,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
7205,2015,Gujarat,"Adarsh B.Ed. College","Adarsh Educational Campus, Hadadad-Botad Road, Nr.Trikoni Khodiyar","At.post Hadadad",Botad,Bhavnagar,364710,adarshcampus.org,3.24,2444,2007,"Maharaja Krishnakumarsinhji Bhavnagar University",NA,"03,01",NA,2007,R,22.189321,71.634306,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,TRUE,2
18898,2015,Maharashtra,"Dr Ambedkar Institute of Management Studies Research, Deekshabhoomi",Deekshabhoomi,"Laxmi Nagar",Nagpur,Nagpur,440010,www.daimsr.in,21.5,3135,1987,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",NA,6,NA,1987,U,21.17121,79.11311,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
5848,2015,Gujarat,"Smt. H. C. Patel (Kandari) Arts and Commerce College","Juna Bazar,National Highway No. 8","At Post.Miyagam Karjan.Taluka : Karjan","Miyagam Karjan -391240 District : Vadodara",Vadodara,391240,www.karjancollege.com,30,1944,1964,"SHRI GOVIND GURU UNIVERSITY",NA,1,NA,1964,R,22.040001,73.110001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
4118,2015,Gujarat,"M D College of Education","WHITE HOUSE PUBLIC SCHOOL CAMPUS,""GOKULANAGAR"",","HARIPAR,TALUKA : BHUJ - KACHCHH.","BHUJ - 370015",Kachchh,370015,NA,1.77642,2364,2007,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",NA,"01,03",NA,2007,R,23.2419997,69.6669324,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,TRUE,3,8,11,FALSE,0
6758,2015,Gujarat,"SHRI SARASWATI SHIKSHAN MAHAVIDHYALAYA","A.P.M.C.SHISHUMANDIR SANKUL, VANAGALA ROAD","Ta : UNJHA Po. Unjha",UNJHA-384170,Mahesana,384170,www.ssmahavidhyalay.org,1.54243,1244.436,2004,"Hemchandracharya North Gujart University, Patan",NA,3,NA,2004,R,NA,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
6863,2015,Gujarat,"SHRI SWAMI NARAYAN BED COLLEGE PALANPUR",ShriSwaminarayanGurukul,"Abu Highway,",Palanpur,"Banas Kantha",385001,www.gurukulpalanpur.org,2.38,1813.6,2008,"Hemchandracharya North Gujart University, Patan",NA,3,NA,2008,U,NA,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
88,2015,Gujarat,"Chaudhari Technical Institute (Womens College) - MCA (SFI) - Gandhinagar 506","Matrushri Joitiba Veljibhai Chaudhari Girls College Campus, Sector-7 Opp. Central S.T. Bus Depot,","Tal: Gandhinagar",Gandhinagar,Gandhinagar,382007,www.ddcti.ac.in,2.2,4822,2001,"Gujarat Technological University, Ahmedbabd",NA,"06,01",NA,2009,U,23.21204,72.64409,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Computer Application",NA,TRUE,FALSE,NA,NA,NA,TRUE,1
43042,2015,Maharashtra,"Adarsh Science, Jairamdas Bhagchand Arts &Birla Commerce College, Dhamangaon Rly.","Anjansingi Road, Dhamangaon Rly-444709",NA,"Dhamangaon Rly",Amravati,444709,www.adarshamv.org,3.475,5956.427001,1961,"Sant Gadge Baba Amravati University, Amravati",NA,1,NA,1965,R,20.320001,76.370001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
12435,2015,"Uttar Pradesh","DR. VIRENDRA SWARUP INSTITUTE OF PROF. STUDIES, KIDWAI NAGAR,","337-K BLOCK KIDWAI NAGAR","337-K BLOCK KIDWAI NAGAR",KANPUR,"Kanpur Nagar",208011,www.vsips.org,1.24,5713.5,2004,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",NA,3,NA,2005,U,26.4278908,80.3380213,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,TRUE,TRUE,11,13,24,TRUE,1
27737,2015,"Andhra Pradesh","Gayatri Degree College, Tirupati Urban","164,Prakasam Road",NA,Tirupathi,Chittoor,517501,www.gayatricollege.in,NA,8620.2,2001,"Sri Venkateswara University, Tirupathy",581,1,NA,2002,U,NA,NA,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
11026,2015,Maharashtra,"Padmabhushan Vasantraodada Patil Mahavidyalaya, KAVATHE-MAHANKAL","Vidyanagar, A/P & Tal- Kavathe Mahankal, Dist- Sangli","As above","Kavathe Mahankal",Sangli,416405,www.pvpcollegekm.com,12,4551,1978,"Shivaji University, Kolhapur",NA,1,NA,1978,R,20.9258333,77.7647222,"Affiliated College",FALSE,FALSE,"Local Body",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
13909,2015,Maharashtra,"ESI-PGIMSR, Mahatma Gandhi Memorial Hospital, Parel, Mumbai","Dr. S.S. Rao Road, Parel, Mumbai 12",NA,Mumbai,Mumbai,400012,http://esipgimsrmgmhparelmumbai.gov.in/,10,18560,2009,"Maharashtra University of Health Sciences, Nashik",NA,5,NA,2009,U,18.997652,72.842209,"PG Center / Off-Campus Center",FALSE,FALSE,"Central Government",TRUE,FALSE,Medical-Others,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
22408,2015,Chhatisgarh,"Shanti Niketan College, Bilaspur","Punjabi Colony",Dayalband,Bilaspur,Bilaspur,495001,sewaindia2010@gmail.com,11.61,4968,2001,"BILASPUR VISHWAVIDYALAYA",NA,1,NA,2001,U,23.250001,68.250001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
720,2015,Gujarat,"MAHRSHI SHRI AUROBINDO M.S.W. COLLEGE, RAJKOT","4-Manhar Plot,","Mangla Road,",Rajkot-360002,Rajkot,360002,NA,5315,10159.15,2008,"Saurashtra University, Rajkot",NA,1,NA,2008,U,22.08331,70.91671,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
251,2015,Gujarat,"Manish Institute of Management, Visnagar","S. K. Campus","Gandhinagar Ambaji Link Road",Visnagar,Mahesana,384315,www.nootanmba.ac.in,2.5,3676,2001,"Gujarat Technological University, Ahmedbabd",NA,1,NA,2009,R,23.682983,72.548368,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
600,2015,Gujarat,"B. J. Patel College of Education","B/h. Jalaram Mandir , Jaikishan Nagar, Bardoli,.Ta.Bardoli, Dist. Surat,Pin-394601","B/h. Jalaram Mandir , Jaikishan Nagar, Bardoli,.Ta. Bardoli, Dist. Surat, Pin-394601","Bardoli - 394601",Surat,394601,www.bharateducationtrust.org,2.649,4672.74,2002,"Veer Narmad South Gujarat University, Surat",NA,3,NA,2002,R,21.125913,73.111825,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,TRUE,1
25680,2015,Telangana,"CAT Degree & PG College","D.No. 5-8-56/C, 1st Floor, ""Champa Mansion""","Nampally Station Road",Hyderabad,Hyderabad,500001,www.catcollege.com,0.25,1112.83,1992,"Osmania University, Hyderabad",NA,1,NA,1992,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
40848,2015,Odisha,"Panchayat College,Dharamgarh","AT/PO DHARAMGARH",NA,DHARAMGARH,Kalahandi,766015,www.panchayatcollegedharmagarh.org,10.44,NA,1980,"Sambalpur University, Sambalpur",NA,1,NA,1980,R,19.860001,82.770001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
27654,2015,"Andhra Pradesh","Viswam Degree & PG College, Angallu, Chittoor Dist.","D.No.18-12, Thattivaripalli (V), Angallu (Gram Panchayat), Kurabalakota (M), Chittoor Dist.",NA,NA,Chittoor,517325,www.viswamgroup.com,2.2,4807.72,2001,"Sri Venkateswara University, Tirupathy",33,1,NA,2001,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
49671,2015,Gujarat,"SHREE ADARSH B SC COLLEGE, ADARSH EDUCATIONAL CAMPUS","ADARSH EDUCATIONAL CAMPUS, HADADAD BOTAD ROAD NR TRIKONI KHODIYAR MANDIR","AT POST HADADAD",BOTAD,Bhavnagar,364710,adarshcampus.org,3.24,2455,2014,"Maharaja Krishnakumarsinhji Bhavnagar University",NA,1,NA,2014,R,22.189321,71.634306,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,Science,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
7354,2015,Maharashtra,"Matoshri Pratishthan's School of Management, Jijau Nagar, Khupsarwadi, Post Vishnupuri, Nanded","AT-KHUPASARWADI JIJAU NAGAR,NANDED","AT-KHUPASARWADI JIJAU NAGAR,NANDED",NANDED,Nanded,431606,Maharashtra,15.5,16750,2009,"Swami Ramanand Teerth Marathwada University, Nanded",NA,6,NA,2009,R,18.151955,77.77815,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
24585,2015,Uttrakhand,"Govt. Degree College, Barkot","Tatau Tok","Near Village Dakhyat Gaon, Rajgarhi",Barkot,Uttarkashi,249141,www.gdcbkt.in,13.029,1591.62,1993,"Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal",717,1,NA,1993,R,30.8096653,78.2091613,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
812,2015,Gujarat,"SHREE DEVMANI ARTS & COMMERCE COLLEGE-VISAVDAR","SATADHAR ROAD","AT VISAVADAR TALUKA VISAVADAR-362130",VISAVADAR-362130,Junagadh,362130,---,0.58,1465.83,1992,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",NA,1,NA,1992,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
35483,2015,Karnataka,"Govt. I Grade College, Manki Tq Honnavar Dist Karwar","MANKI POST 581348","HONNAVAR TQ",KARWAR,"Uttara Kannada",581348,NA,3.21,0,2007,"Karnataka University, Dharwad",NA,1,NA,2007,R,14.19001,74.47001,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
31783,2015,"Madhya Pradesh","GOVT.COLLEGE CHURHAT,SIDHI","GOVT.COLLEGE CHURHAT",NA,SIDHI,Sidhi,486771,http://www.mpcolleges.nic.in/gdcchurahat/,15,1258.2,1989,"Awadesh Pratap Singh University, Rewa",NA,1,NA,1989,R,NA,NA,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
15735,2015,Maharashtra,"C.B. KHEDGIS BASAVESHWAR SC RAJAVIJAYSINGH COMM & RAJA JAYSING ARTS COLLEGE AKKALKOT 413216, SOLAPUR","BYPASS ROAD, AKKALKOT","BAYPASS ROAD, AKKALKOT",AKKALKOT,Solapur,413216,www.khedgiscollegeakalkot.org,12,3722.6,1970,"Solapur University, Solapur",NA,1,NA,1970,R,12.15621,75.252362,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
772,2015,Gujarat,"PATEL KELVANI MANDAL INSTITUTE OF TECH.& B.ED.-JUNAGADH","College Road,","Opp. Haveliwadi",Junagadh,Junagadh,362001,pkmbedjnd.org,5.75,6990.91,2001,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",NA,3,NA,2001,U,21.511114,70.454792,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
